                  »_Éî300 (399300),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
      Ê±_ä,    ¿ªÅÌ,    _î¸ß,    _îµÍ,    ÊÕÅÌ,         _É_»Á¿,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,VOL-TDX.VVOL  ,VOL-TDX.      ,VOL-TDX.VOLUME,VOL-TDX.MAVOL1,VOL-TDX.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
 2012/01/04,2361.5,2365.99,2298.3,2298.75,34344568,2313.76,2332.12,2390.33,2557.09,           ,0,34344568,32651370,32493854,-68.98,-70.01,2.04
 2012/01/05,2290.78,2316.66,2272.15,2276.39,43016480,2308.03,2322.05,2378.34,2552.5,           ,0,43016480,35399204,33555268,-69.64,-69.93,0.58
 2012/01/06,2274.35,2291.89,2254.57,2290.6,35198992,2304.57,2317.2,2366.45,2546.6,           ,0,35198992,35862596,33954216,-68.23,-69.59,2.73
 2012/01/09,2291.18,2368.89,2271.72,2368.57,54727340,2316.01,2319.92,2358.63,2541.69,           ,0,54727340,40630524,35758564,-60.12,-67.7,15.15
 2012/01/10,2365.77,2449.96,2361.28,2447.35,81154992,2336.33,2328.74,2355.83,2538.25,           ,0,81154992,49688476,40557872,-46.8,-63.52,33.43
 2012/01/11,2444.76,2453.15,2423.32,2435.61,58705672,2363.7,2338.73,2353.72,2534.4,           ,0,58705672,54560696,43606032,-36.77,-58.17,42.8
 2012/01/12,2426.82,2464.38,2423.32,2435.22,47121276,2395.47,2351.75,2354.39,2531.78,           ,0,47121276,55381656,45390428,-28.52,-52.24,47.43
 2012/01/13,2438.41,2445.79,2374.55,2394.33,45513996,2416.22,2360.39,2354.23,2528.64,           ,0,45513996,57444656,46653624,-25,-46.79,43.59
 2012/01/16,2376.95,2394.5,2345.63,2345.65,30527144,2411.63,2363.82,2354.47,2525.72,           ,0,30527144,52604616,46617572,-25.83,-42.6,33.53
 2012/01/17,2347.57,2462.43,2329.25,2460.6,64205648,2414.28,2375.31,2358,2524.93,           ,0,64205648,49214748,49451612,-17.03,-37.49,40.92
 2012/01/18,2464.92,2485.5,2414.53,2422.19,63892360,2411.6,2387.65,2359.89,2522.36,           ,0,63892360,50252084,52406392,-12.99,-32.59,39.19
 2012/01/19,2423.86,2480.21,2414.99,2468.35,55615728,2418.22,2406.85,2364.45,2519.74,           ,0,55615728,51950976,53666316,-6.01,-27.27,42.53
 2012/01/20,2476.73,2510.34,2462.59,2504.09,54529784,2440.18,2428.2,2372.7,2517.28,           ,0,54529784,53754132,55599392,2.39,-21.34,47.46
 2012/01/30,2508.88,2508.88,2460.4,2460.72,43517148,2463.19,2437.41,2378.67,2514,           ,0,43517148,56352132,54478376,5.48,-15.97,42.91
 2012/01/31,2462.34,2472.84,2447.77,2464.26,30701500,2463.92,2439.1,2383.92,2509.92,           ,0,30701500,49651304,49433024,8.12,-11.16,38.55
 2012/02/01,2458.23,2481.66,2423.45,2428.99,35015376,2465.28,2438.44,2388.59,2505.48,           ,0,35015376,43875908,47063996,7.28,-7.47,29.5
 2012/02/02,2437.47,2486.24,2429.71,2486.24,42066984,2468.86,2443.54,2397.65,2501.96,           ,0,42066984,41166160,46558568,11.11,-3.75,29.73
 2012/02/03,2478.34,2514.65,2470.28,2506.09,49949240,2469.26,2454.72,2407.55,2498.02,           ,0,49949240,40250048,47002092,15.57,0.11,30.91
 2012/02/06,2511.17,2520.76,2488.71,2504.32,45079904,2477.98,2470.58,2417.2,2494.02,           ,0,45079904,40562600,48457368,18.74,3.84,29.81
 2012/02/07,2489.03,2489.03,2441.7,2457.95,39679164,2476.72,2470.32,2422.81,2488.93,           ,0,39679164,42358132,46004720,17.31,6.53,21.56
 2012/02/08,2456.42,2534.16,2451,2528.24,56186456,2496.57,2480.93,2434.29,2485.46,           ,0,56186456,46592348,45234128,21.61,9.55,24.12
 2012/02/09,2525.59,2546.03,2513.13,2529.23,59299752,2505.17,2487.01,2446.93,2482.15,           ,0,59299752,50038904,45602532,24.8,12.6,24.41
 2012/02/10,2521.68,2560.03,2521.16,2533.62,61575876,2510.67,2489.97,2459.08,2478.52,           ,0,61575876,52364232,46307140,27.37,15.55,23.64
 2012/02/13,2504.41,2553.45,2496.31,2531.98,51913972,2516.2,2497.09,2467.25,2475.73,           ,0,51913972,53731044,47146824,28.94,18.23,21.43
 2012/02/14,2528.97,2533.26,2506.54,2522.11,40430100,2529.04,2502.88,2470.99,2472.84,           ,0,40430100,53881232,48119684,29.06,20.4,17.32
 2012/02/15,2515.83,2562.07,2511.29,2549.61,58090368,2533.31,2514.94,2476.69,2469.5,           ,0,58090368,54262012,50427180,31.01,22.52,16.98
 2012/02/16,2544.64,2559.35,2519.04,2536.07,54395432,2534.68,2519.92,2481.73,2466.02,           ,0,54395432,53281148,51660028,31.11,24.24,13.74
 2012/02/17,2551.82,2558.35,2522.86,2537.09,38994716,2535.37,2523.02,2488.87,2463.81,           ,0,38994716,48764916,50564576,30.91,25.57,10.67
 2012/02/20,2571.91,2574.75,2539.9,2540.71,56153328,2537.12,2526.66,2498.62,2461.79,           ,0,56153328,49612788,51671916,30.69,26.6,8.19
 2012/02/21,2544.84,2562.91,2520.79,2562.45,47894808,2545.19,2537.11,2503.72,2461.05,           ,0,47894808,51105732,52493480,31.9,27.66,8.49
 2012/02/22,2564.32,2598.86,2560.34,2597.48,76376656,2554.76,2544.04,2512.48,2460.85,           ,0,76376656,54762988,54512500,35.28,29.18,12.2
 2012/02/23,2595.78,2614.54,2590.52,2606.26,70377128,2568.8,2551.74,2519.38,2460.79,           ,0,70377128,57959328,55620240,38.23,30.99,14.48
 2012/02/24,2607.34,2648.02,2602.78,2648.02,85999712,2590.98,2563.18,2526.57,2461.86,           ,0,85999712,67360328,58062624,43.44,33.48,19.91
 2012/02/27,2658.12,2693.84,2656.57,2656.57,101514032,2614.16,2575.64,2536.36,2462.99,           ,0,101514032,76432464,63022628,47.7,36.33,22.75
 2012/02/28,2652.34,2671.83,2641.46,2662.46,77592536,2634.16,2589.67,2546.27,2464.53,           ,0,77592536,82372016,66738872,50.97,39.25,23.43
 2012/02/29,2655.86,2666.65,2631.78,2634.14,59120208,2641.49,2598.13,2556.53,2465.54,           ,0,59120208,78920720,66841856,50.69,41.54,18.3
 2012/03/01,2622.74,2647.79,2621.86,2633.35,42148440,2646.91,2607.85,2563.89,2465.96,           ,0,42148440,73274984,65617156,49.83,43.2,13.26
 2012/03/02,2637.96,2679.93,2637.96,2679.93,64122032,2653.29,2622.14,2572.58,2468.6,           ,0,64122032,68899448,68129888,52.3,45.02,14.57
 2012/03/05,2687.74,2694.61,2660.96,2662.7,71395456,2654.52,2634.34,2580.5,2469.92,           ,0,71395456,62875736,69654104,52.27,46.47,11.6
 2012/03/06,2654.8,2657.96,2615.6,2621.05,62447148,2646.23,2640.2,2588.65,2470.98,           ,0,62447148,59846656,71109336,48.33,46.84,2.97
 2012/03/07,2596.48,2628.59,2594.13,2603,56948732,2640.01,2640.75,2592.39,2472.34,           ,0,56948732,59412360,69166544,43.25,46.12,-5.75
 2012/03/08,2612.4,2645.95,2612.4,2635.79,57549412,2640.49,2643.7,2597.72,2474.33,           ,0,57549412,62492556,67883768,41.39,45.18,-7.57
 2012/03/09,2644.1,2664.41,2631.41,2664.3,55258920,2637.37,2645.33,2604.25,2476.6,           ,0,55258920,60719932,64809692,41.74,44.49,-5.5
 2012/03/12,2663.24,2666.43,2636.42,2654.4,62327216,2635.71,2645.11,2610.37,2478.75,           ,0,62327216,58906284,60891008,40.75,43.74,-5.99
 2012/03/13,2653.68,2681.33,2649.17,2681.07,58404468,2647.71,2646.97,2618.32,2481.71,           ,0,58404468,58097748,58972204,41.63,43.32,-3.38
 2012/03/14,2694.48,2705.75,2595.34,2605.11,108426544,2648.13,2644.07,2621.1,2483.84,           ,0,108426544,68393312,63902836,35.79,41.81,-12.05
 2012/03/15,2602.66,2618.25,2575.44,2585.55,72565960,2638.09,2639.29,2623.57,2486.56,           ,0,72565960,71396624,66944588,29.25,39.3,-20.11
 2012/03/16,2591.8,2624.32,2577.25,2623.52,58091260,2629.93,2633.65,2627.89,2490.33,           ,0,58091260,71963088,66341512,26.81,36.8,-19.98
 2012/03/19,2617.66,2631.05,2598.63,2630.01,57646624,2625.05,2630.38,2632.36,2495.15,           ,0,57646624,71026968,64966628,25.12,34.47,-18.69
 2012/03/20,2622.66,2622.66,2584.02,2584.45,58114064,2605.73,2626.72,2633.46,2498.39,           ,0,58114064,70968888,64533320,19.88,31.55,-23.35
 2012/03/21,2597.38,2613.27,2569.08,2587.79,58002544,2602.26,2625.2,2632.97,2501.78,           ,0,58002544,60884092,64638700,15.8,28.4,-25.19
 2012/03/22,2586.94,2599.24,2570.45,2583.75,44926776,2601.9,2620,2631.85,2505.22,           ,0,44926776,55356252,63376436,12.11,25.14,-26.06
 2012/03/23,2575.33,2578.83,2544.53,2552.94,43329256,2587.79,2608.86,2627.09,2508.79,           ,0,43329256,52403852,62183472,6.62,21.44,-29.63
 2012/03/26,2551.43,2562.93,2540.7,2555.44,31816212,2572.87,2598.96,2622.04,2512.36,           ,0,31816212,47237772,59132372,2.45,17.64,-30.38
 2012/03/27,2565.55,2571.9,2544.37,2547.14,35944604,2565.41,2585.57,2616.27,2515.49,           ,0,35944604,42803880,56886384,-1.51,13.81,-30.65
 2012/03/28,2538.46,2540.42,2471.03,2474.9,50005792,2542.83,2572.55,2608.31,2517.81,           ,0,50005792,41204528,51044308,-10.36,8.97,-38.68
 2012/03/29,2463.69,2476.48,2429.73,2443.12,46131304,2514.71,2558.31,2598.8,2520.11,           ,0,46131304,41445432,48400844,-19.71,3.24,-45.9
 2012/03/30,2447.94,2461.98,2438.49,2454.9,37027088,2495.1,2541.44,2587.55,2522.56,           ,0,37027088,40185000,46294428,-25.88,-2.59,-46.58
 2012/04/05,2449.21,2517.39,2441.27,2512.83,54331688,2486.58,2529.73,2580.05,2525.92,           ,0,54331688,44688096,45962932,-25.79,-7.23,-37.12
 2012/04/06,2509.45,2525.53,2502.7,2519.83,42368576,2481.12,2523.26,2574.99,2528.82,           ,0,42368576,45972888,44388384,-24.86,-10.75,-28.22
 2012/04/09,2510.53,2518.38,2491.59,2495.15,35370984,2485.17,2514,2569.6,2532.09,           ,0,35370984,43045928,42125228,-25.83,-13.77,-24.12
 2012/04/10,2490.28,2519.81,2459.35,2519.79,41335904,2500.5,2507.6,2563.8,2536.15,           ,0,41335904,42086848,41766140,-24.32,-15.88,-16.89
 2012/04/11,2494.52,2541.13,2489.33,2520.04,42510312,2513.53,2504.31,2556.59,2539.97,           ,0,42510312,43183492,41684248,-22.85,-17.27,-11.15
 2012/04/12,2522.83,2570.84,2516.57,2570.44,56488408,2525.05,2505.81,2552.39,2543.34,           ,0,56488408,43614836,44151464,-17.41,-17.3,-0.22
 2012/04/13,2575.05,2593.79,2570.04,2580.45,53092644,2537.17,2509.15,2547.36,2545.56,           ,0,53092644,45759652,45866272,-12.15,-16.27,8.24
 2012/04/16,2564.23,2586.2,2559.78,2574.04,40839700,2552.95,2519.06,2545.8,2547.86,           ,0,40839700,46853392,44949660,-8.41,-14.7,12.58
 2012/04/17,2572.36,2578.76,2541.54,2541.88,37815468,2557.37,2528.94,2543.62,2549.64,           ,0,37815468,46149308,44118076,-7.94,-13.35,10.81
 2012/04/18,2550.91,2602.11,2546,2599.91,58688408,2573.34,2543.44,2542.44,2553.07,           ,0,58688408,49384924,46284208,-2.86,-11.25,16.78
 2012/04/19,2598.33,2606.86,2585.3,2596.06,46448108,2578.47,2551.76,2540.74,2557.24,           ,0,46448108,47376864,45495852,0.85,-8.83,19.36
 2012/04/20,2591.51,2627.38,2589.35,2626.84,61446380,2587.75,2562.46,2542.86,2560.01,           ,0,61446380,49047612,47403632,6.2,-5.82,24.05
 2012/04/23,2624.75,2632.09,2599.11,2606.04,58664936,2594.15,2573.55,2543.77,2563.08,           ,0,58664936,52612660,49733028,8.67,-2.92,23.18
 2012/04/24,2594.8,2640.3,2559.46,2604.87,71139560,2606.74,2582.06,2544.83,2565.35,           ,0,71139560,59277480,52713392,10.4,-0.26,21.32
 2012/04/25,2598.23,2631.44,2593.33,2625.99,62468052,2611.96,2592.65,2548.48,2567.38,           ,0,62468052,60033408,54709168,13.33,2.46,21.74
 2012/04/26,2632.72,2643.77,2617.09,2631.49,58965668,2619.05,2598.76,2552.29,2570.23,           ,0,58965668,62536920,54956892,15.91,5.15,21.52
 2012/04/27,2630.55,2637.92,2623.6,2626.16,48233584,2618.91,2603.33,2556.24,2572.93,           ,0,48233584,59894360,54470988,17.33,7.59,19.48
 2012/05/02,2660.67,2697.95,2643.53,2683.49,80148656,2634.4,2614.27,2566.67,2577.17,           ,0,80148656,64191104,58401880,22.81,10.63,24.36
 2012/05/03,2679.52,2693.88,2675.81,2691.52,59361088,2651.73,2629.24,2579.09,2580.59,           ,0,59361088,61835408,60556444,27.49,14,26.97
 2012/05/04,2689.62,2716.03,2677.14,2715.88,63218088,2669.71,2640.83,2592.14,2584.09,           ,0,63218088,61985416,61009412,32.78,17.76,30.05
 2012/05/07,2699.45,2717.78,2694.32,2717.78,68547312,2686.97,2653.01,2602.38,2587.64,           ,0,68547312,63901744,63219332,36.71,21.55,30.32
 2012/05/08,2717.41,2717.82,2683.56,2709.12,63110840,2703.56,2661.23,2611.85,2591.83,           ,0,63110840,66877196,63385780,38.68,24.97,27.41
 2012/05/09,2685.19,2685.19,2655.32,2657.51,58400284,2698.36,2666.38,2619.97,2593.99,           ,0,58400284,62527524,63359312,35.66,27.11,17.1
 2012/05/10,2657.87,2667.68,2649.38,2657.21,46962576,2691.5,2671.61,2626.84,2596.12,           ,0,46962576,60047820,60941616,32.87,28.26,9.21
 2012/05/11,2652.31,2666.57,2636.52,2636.92,41006144,2675.71,2672.71,2632.68,2597.84,           ,0,41006144,55605432,58795424,28.69,28.35,0.68
 2012/05/14,2653.81,2656.28,2613.35,2615.53,52082484,2655.26,2671.11,2634.93,2599.23,           ,0,52082484,52312464,58107104,23.38,27.35,-7.96
 2012/05/15,2597.64,2618.18,2591.6,2617.37,45767272,2636.91,2670.23,2636.78,2600.82,           ,0,45767272,48843752,57860476,19.1,25.7,-13.21
 2012/05/16,2610.16,2612.63,2574.08,2574.65,43280272,2620.34,2659.35,2636.81,2601.24,           ,0,43280272,45819748,54173636,12.12,22.98,-21.74
 2012/05/17,2577.96,2619.59,2571.2,2613.94,43728388,2611.68,2651.59,2640.41,2602.54,           ,0,43728388,45172912,52610368,9.65,20.32,-21.34
 2012/05/18,2595.55,2603.19,2567.3,2573.98,43422124,2599.09,2637.4,2639.12,2603.15,           ,0,43422124,45656108,50630768,4.41,17.14,-25.45
 2012/05/21,2572.37,2604.22,2563.97,2587.23,38602088,2593.43,2624.35,2638.68,2603.93,           ,0,38602088,42960028,47636248,1.32,13.97,-25.31
 2012/05/22,2598.17,2627.6,2597.6,2627.52,42773528,2595.46,2616.19,2638.71,2605.01,           ,0,42773528,42361280,45602516,2.09,11.6,-19.01
 2012/05/23,2621.79,2635.78,2598.29,2616.87,43719532,2603.91,2612.12,2639.25,2605.33,           ,0,43719532,42449132,44134440,1.83,9.64,-15.63
 2012/05/24,2613.1,2630.41,2588.21,2595.26,42844064,2600.17,2605.93,2638.77,2605.15,           ,0,42844064,42272268,43722588,-0.13,7.69,-15.63
 2012/05/25,2595.26,2602.17,2565.65,2573.1,39273004,2600,2599.54,2636.13,2603.9,           ,0,39273004,41442444,43549276,-3.42,5.47,-17.78
 2012/05/28,2562.6,2614.85,2545.34,2614.69,56339276,2605.49,2599.46,2635.29,2603.2,           ,0,56339276,44989880,43974956,-2.65,3.84,-12.98
 2012/05/29,2615.15,2658.25,2612.56,2650.85,72135640,2610.15,2602.81,2636.52,2603.01,           ,0,72135640,50862304,46611792,0.87,3.25,-4.75
 2012/05/30,2646.37,2655.16,2636.52,2642.26,51855436,2615.23,2609.57,2634.46,2603.15,           ,0,51855436,52489484,47469308,2.94,3.19,-0.5
 2012/05/31,2623.16,2645.59,2617.23,2632.04,44107468,2622.59,2611.38,2631.49,2603.12,           ,0,44107468,52742164,47507216,3.7,3.29,0.83
 2012/06/01,2633.6,2653.86,2623.29,2633,44191056,2634.57,2617.28,2627.34,2602.34,           ,0,44191056,53725776,47584108,4.34,3.5,1.68
 2012/06/04,2598.73,2608.32,2558.92,2559.03,52478504,2623.44,2614.46,2619.4,2600.61,           ,0,52478504,52953620,48971752,-1.11,2.58,-7.38
 2012/06/05,2565.19,2573.89,2548.76,2558.84,37779912,2605.03,2607.59,2611.89,2599.58,           ,0,37779912,46082476,48472388,-5.39,0.98,-12.74
 2012/06/06,2564.23,2573.74,2547.33,2557.4,33857696,2588.06,2601.65,2606.88,2598.82,           ,0,33857696,42482928,47486204,-8.79,-0.97,-15.64
 2012/06/07,2579.43,2584.04,2536.26,2542.18,34841184,2570.09,2596.34,2601.13,2597.26,           ,0,34841184,40629672,46685916,-12.57,-3.29,-18.56
 2012/06/08,2558.84,2559.13,2520.41,2524.33,43856424,2548.36,2591.46,2595.5,2594.92,           ,0,43856424,40562744,47144260,-16.81,-5.99,-21.63
 2012/06/11,2529.6,2565.43,2523.77,2558.26,40098260,2548.2,2585.82,2592.64,2593.32,           ,0,40098260,38086696,45520160,-17.23,-8.24,-17.99
 2012/06/12,2543.76,2553.92,2529.95,2540.18,37936676,2544.47,2574.75,2588.78,2590.97,           ,0,37936676,38118048,42100260,-18.81,-10.36,-16.91
 2012/06/13,2546.79,2581.12,2539.63,2580.64,45014568,2549.12,2568.59,2589.08,2590.56,           ,0,45014568,40349424,41416176,-16.61,-11.61,-10
 2012/06/14,2573.33,2584.71,2558.56,2560.42,40247936,2552.77,2561.43,2586.4,2590.15,           ,0,40247936,41430772,41030220,-16.3,-12.55,-7.52
 2012/06/15,2565.19,2580.17,2538.57,2568.05,42786080,2561.51,2554.93,2586.11,2589.22,           ,0,42786080,41216704,40889724,-15.27,-13.09,-4.36
 2012/06/18,2576.63,2593.22,2572.99,2581.21,35693628,2566.1,2557.15,2585.81,2588.41,           ,0,35693628,40335776,39211236,-13.24,-13.12,-0.24
 2012/06/19,2577.36,2577.36,2556.1,2558.62,32700552,2569.79,2557.13,2582.36,2587.98,           ,0,32700552,39288552,38703300,-13.3,-13.16,-0.28
 2012/06/20,2563.64,2570.66,2549.44,2552.61,29850640,2564.18,2556.65,2579.15,2587.39,           ,0,29850640,36255768,38302596,-13.67,-13.26,-0.82
 2012/06/21,2547.05,2547.05,2502.42,2512.19,35396732,2554.54,2553.65,2575,2586.2,           ,0,35396732,35285528,38358148,-17.03,-14.01,-6.04
 2012/06/25,2501.16,2501.16,2455.01,2456.52,40106736,2532.23,2546.87,2569.17,2584.59,           ,0,40106736,34749656,37983180,-23.91,-15.99,-15.84
 2012/06/26,2442.56,2465.12,2434.64,2454.92,31734008,2506.97,2536.54,2561.18,2582.92,           ,0,31734008,33957732,37146756,-29.16,-18.63,-21.06
 2012/06/27,2452.67,2470.76,2444.34,2447.2,30007552,2484.69,2527.24,2551,2581.25,           ,0,30007552,33419134,36353844,-33.55,-21.61,-23.88
 2012/06/28,2451.66,2459.19,2425.24,2425.73,30543112,2459.31,2511.75,2540.17,2580.43,           ,0,30543112,33557628,34906696,-38.32,-24.95,-26.74
 2012/06/29,2418.86,2462.81,2417.49,2461.61,37994940,2449.2,2501.87,2531.65,2580.74,           ,0,37994940,34077268,34681400,-38.76,-27.72,-22.1
 2012/07/02,2473.54,2473.97,2452.99,2465.24,40510080,2450.94,2491.58,2523.26,2580.91,           ,0,40510080,34157940,34453800,-38.38,-29.85,-17.06
 2012/07/03,2464.85,2490.55,2457.45,2468.72,38693352,2453.7,2480.34,2518.74,2580.18,           ,0,38693352,35549808,34753772,-37.36,-31.35,-12.02
 2012/07/04,2474.53,2481.34,2456,2464.92,34452144,2457.24,2470.97,2514.05,2579.26,           ,0,34452144,36438724,34928928,-36.44,-32.37,-8.14
 2012/07/05,2450.3,2450.3,2420,2430.37,34726144,2458.17,2458.74,2507.7,2578.18,           ,0,34726144,37275332,35416480,-38.06,-33.51,-9.11
 2012/07/06,2435.06,2477.23,2420.36,2472.61,49610604,2460.37,2454.78,2504.22,2577.4,           ,0,49610604,39598464,36837868,-35.53,-33.91,-3.23
 2012/07/09,2455.89,2470.21,2414.95,2416.04,49223304,2450.53,2450.74,2498.8,2575.66,           ,0,49223304,41341108,37749524,-37.65,-34.66,-5.98
 2012/07/10,2411,2426.53,2402.37,2406.71,35549984,2438.13,2445.92,2491.23,2572.93,           ,0,35549984,40712436,38131120,-39.63,-35.65,-7.95
 2012/07/11,2402.18,2427.79,2402.15,2425.57,37624312,2430.26,2443.75,2485.5,2570.35,           ,0,37624312,41346868,38892796,-39.22,-36.37,-5.71
 2012/07/12,2420.04,2460.56,2404.58,2449.18,56717692,2434.02,2446.1,2478.92,2568.27,           ,0,56717692,45745180,41510256,-36.57,-36.41,-0.33
 2012/07/13,2441.01,2467.99,2438.98,2450.63,36725256,2429.63,2445,2473.43,2566.75,           ,0,36725256,43168108,41383288,-33.96,-35.92,3.91
 2012/07/16,2452.6,2452.6,2399.61,2399.73,42771872,2426.36,2438.45,2465.02,2563.41,           ,0,42771872,41877824,41609468,-35.59,-35.85,0.52
 2012/07/17,2391.9,2421.93,2391.28,2414.2,33424328,2427.86,2433,2456.67,2560.38,           ,0,33424328,41452692,41082564,-35.31,-35.75,0.87
 2012/07/18,2412.06,2420.78,2373.65,2414.33,41751788,2425.61,2427.94,2449.45,2556.84,           ,0,41751788,42278188,41812528,-34.68,-35.53,1.71
 2012/07/19,2407.44,2444.06,2401.29,2424.32,46949052,2420.64,2427.33,2443.04,2553.81,           ,0,46949052,40324460,43034820,-32.99,-35.02,4.07
 2012/07/20,2415.71,2423.8,2392.18,2398.46,37619752,2410.21,2419.92,2437.35,2550.37,           ,0,37619752,40503360,41835736,-33.35,-34.69,2.67
 2012/07/23,2379.89,2379.89,2357.51,2365.43,32390368,2403.35,2414.86,2432.8,2546.03,           ,0,32390368,38427056,40152440,-35.89,-34.93,-1.92
 2012/07/24,2353.22,2392.35,2352.8,2375.99,30310080,2395.71,2411.78,2428.85,2541.77,           ,0,30310080,37804208,39628448,-36.63,-35.27,-2.72
 2012/07/25,2368.38,2381.04,2357.47,2360.08,24896500,2384.86,2405.23,2424.49,2537.34,           ,0,24896500,34433152,38355668,-38.06,-35.83,-4.46
 2012/07/26,2360.13,2374.87,2344.7,2347.49,31314094,2369.49,2395.07,2420.58,2531.74,           ,0,31314094,31306158,35815308,-39.75,-36.61,-6.28
 2012/07/27,2353.94,2364.98,2341.29,2349.11,31090524,2359.62,2384.91,2414.96,2526.03,           ,0,31090524,30000314,35251836,-40.49,-37.39,-6.21
 2012/07/30,2350.78,2367.03,2334,2335.79,30484852,2353.69,2378.52,2408.48,2519.69,           ,0,30484852,29619210,34023132,-41.68,-38.25,-6.86
 2012/07/31,2336.88,2350.07,2329.5,2332.92,32099724,2345.08,2370.39,2401.69,2513.28,           ,0,32099724,29977138,33890672,-42.36,-39.07,-6.58
 2012/08/01,2332.13,2371.12,2331.95,2358.65,31420848,2344.79,2364.82,2396.38,2507.44,           ,0,31420848,31282008,32857580,-40.36,-39.33,-2.06
 2012/08/02,2354.07,2358.56,2325.61,2334.88,31516160,2342.27,2355.88,2391.61,2502.06,           ,0,31516160,31322422,31314290,-40.22,-39.51,-1.44
 2012/08/03,2340.25,2354.16,2329.93,2353.74,29769784,2343.2,2351.41,2385.66,2497,           ,0,29769784,31058274,30529294,-38.16,-39.24,2.16
 2012/08/06,2350.12,2388.36,2348.12,2385.61,41820664,2353.16,2353.43,2384.14,2492.82,           ,0,41820664,33325436,31472324,-33.56,-38.1,9.08
 2012/08/07,2383.26,2390.78,2379.45,2388.87,38285488,2364.35,2354.71,2383.25,2489.04,           ,0,38285488,34562588,32269864,-29.32,-36.35,14.05
 2012/08/08,2390.96,2405.18,2382.82,2389.79,37810452,2370.58,2357.69,2381.46,2485.25,           ,0,37810452,35840508,33561260,-25.59,-34.19,17.21
 2012/08/09,2388.43,2412.14,2378.85,2411.7,35658952,2385.94,2364.11,2379.59,2482.53,           ,0,35658952,36669068,33995744,-20.62,-31.48,21.71
 2012/08/10,2409.94,2413.42,2395.91,2399.75,34702996,2395.14,2369.17,2377.04,2478.96,           ,0,34702996,37655712,34356992,-17.45,-28.67,22.44
 2012/08/13,2394.5,2394.5,2350.81,2351.93,44783544,2388.41,2370.78,2374.65,2475.26,           ,0,44783544,38248288,35786860,-18.58,-26.66,16.14
 2012/08/14,2352.66,2357.85,2324.91,2357.02,39850064,2382.04,2373.19,2371.79,2471.42,           ,0,39850064,38561200,36561896,-18.85,-25.1,12.48
 2012/08/15,2350.02,2350.02,2330.15,2331.62,30580176,2370.4,2370.49,2367.66,2466.49,           ,0,30580176,37115148,36477828,-20.88,-24.25,6.75
 2012/08/16,2327.91,2335.4,2317.06,2319.67,25902904,2352,2368.97,2362.43,2461.54,           ,0,25902904,35163936,35916504,-23.17,-24.04,1.72
 2012/08/17,2318.43,2322.89,2295.16,2313.48,26065716,2334.74,2364.94,2358.18,2456.84,           ,0,26065716,33436480,35546096,-25.21,-24.27,-1.87
 2012/08/20,2294.9,2307.41,2279.95,2301.79,27402032,2324.72,2356.56,2354.99,2452.32,           ,0,27402032,29960178,34104232,-27.44,-24.9,-5.08
 2012/08/21,2301.93,2327.38,2296.55,2313.7,34895100,2316.05,2349.04,2351.88,2447.3,           ,0,34895100,28969186,33765192,-27.93,-25.51,-4.84
 2012/08/22,2315.14,2317.37,2285.75,2295.59,31708412,2308.85,2339.63,2348.66,2441.38,           ,0,31708412,29194832,33154990,-29.44,-26.3,-6.29
 2012/08/23,2298.18,2311.65,2285.37,2302.2,31335342,2305.35,2328.68,2346.39,2435.71,           ,0,31335342,30281320,32722628,-29.76,-26.99,-5.55
 2012/08/24,2295.68,2299.3,2274.57,2275.68,31869592,2297.79,2316.27,2342.72,2429.77,           ,0,31869592,31442096,32439288,-31.79,-27.95,-7.68
 2012/08/27,2268.49,2268.49,2228.15,2228.2,37386192,2283.07,2303.9,2337.34,2423.03,           ,0,37386192,33438928,31699552,-36.8,-29.72,-14.17
 2012/08/28,2226.9,2250.6,2222,2238.41,33773616,2268.02,2292.03,2332.61,2417.68,           ,0,33773616,33214630,31091908,-39.5,-31.68,-15.64
 2012/08/29,2230.2,2240.11,2214.43,2214.81,29010648,2251.86,2280.35,2325.42,2411.95,           ,0,29010648,32675078,30934956,-43.04,-33.95,-18.18
 2012/08/30,2204.51,2223.2,2188.72,2211.37,35491312,2233.69,2269.52,2319.25,2406.18,           ,0,35491312,33506272,31893796,-45.6,-36.28,-18.64
 2012/08/31,2205.57,2218.87,2203.12,2204.87,25964986,2219.53,2258.66,2311.8,2400.56,           ,0,25964986,32325350,31883724,-47.61,-38.54,-18.12
 2012/09/03,2201.12,2236.56,2197.71,2228.37,38548592,2219.57,2251.32,2303.94,2395.63,           ,0,38548592,32557830,32998380,-46.76,-40.19,-13.14
 2012/09/04,2231.72,2234.88,2199.51,2204.41,34852688,2212.77,2240.39,2294.72,2389.73,           ,0,34852688,32773646,32994138,-47.47,-41.65,-11.66
 2012/09/05,2199.74,2209.54,2186.96,2199.88,34751824,2209.78,2230.82,2285.22,2384.06,           ,0,34751824,33921880,33298480,-47.85,-42.89,-9.94
 2012/09/06,2204.44,2218.68,2199.86,2217.82,31695884,2211.07,2222.38,2275.53,2378.01,           ,0,31695884,33162794,33334534,-46.18,-43.55,-5.26
